Type of crack,Crack length,a,b,t/b,Type of BCs,kx,ky,Omega
1,0.7,2,1,0.001,1,0.5,50,2.1871
1,0.7,2,1,0.001,1,1,0,2.4304
1,0.7,2,1,0.001,1,1,0.5,2.2815
1,0.7,2,1,0.001,1,1,1,2.2331
1,0.7,2,1,0.001,1,1,5,2.1882
1,0.7,2,1,0.001,1,1,50,2.1871
1,0.7,2,1,0.001,1,5,0,2.1892
1,0.7,2,1,0.001,1,5,0.5,2.1879
1,0.7,2,1,0.001,1,5,1,2.1875
1,0.7,2,1,0.001,1,5,5,2.1871
1,0.7,2,1,0.001,1,5,50,2.1871
1,0.7,2,1,0.001,1,50,0,2.1871
1,0.7,2,1,0.001,1,50,0.5,2.1871
1,0.7,2,1,0.001,1,50,1,2.1871
1,0.7,2,1,0.001,1,50,5,2.1871
1,0.7,2,1,0.001,1,50,50,2.1871
1,0.9,2,1,0.001,1,0,0,5.1961
1,0.9,2,1,0.001,1,0,0.5,2.8121
1,0.9,2,1,0.001,1,0,1,2.4541
1,0.9,2,1,0.001,1,0,5,2.1526
1,0.9,2,1,0.001,1,0,50,2.145
1,0.9,2,1,0.001,1,0.5,0,2.7676
1,0.9,2,1,0.001,1,0.5,0.5,2.3732
1,0.9,2,1,0.001,1,0.5,1,2.2562
1,0.9,2,1,0.001,1,0.5,5,2.1475
1,0.9,2,1,0.001,1,0.5,50,2.145
1,0.9,2,1,0.001,1,1,0,2.3897
1,0.9,2,1,0.001,1,1,0.5,2.241
1,0.9,2,1,0.001,1,1,1,2.1918
1,0.9,2,1,0.001,1,1,5,2.146
1,0.9,2,1,0.001,1,1,50,2.145
1,0.9,2,1,0.001,1,5,0,2.1475
1,0.9,2,1,0.001,1,5,0.5,2.1458
1,0.9,2,1,0.001,1,5,1,2.1453
1,0.9,2,1,0.001,1,5,5,2.145
1,0.9,2,1,0.001,1,5,50,2.145
1,0.9,2,1,0.001,1,50,0,2.145
1,0.9,2,1,0.001,1,50,0.5,2.145
1,0.9,2,1,0.001,1,50,1,2.145
1,0.9,2,1,0.001,1,50,5,2.145
1,0.9,2,1,0.001,1,50,50,2.145
1,0.1,2,1,0.01,1,0,0,7.1615
1,0.1,2,1,0.01,1,0,0.5,3.9057
1,0.1,2,1,0.01,1,0,1,3.4047
1,0.1,2,1,0.01,1,0,5,3.0123
1,0.1,2,1,0.01,1,0,50,3.0022
1,0.1,2,1,0.01,1,0.5,0,3.7844
1,0.1,2,1,0.01,1,0.5,0.5,3.2902
1,0.1,2,1,0.01,1,0.5,1,3.1409
1,0.1,2,1,0.01,1,0.5,5,3.0056
1,0.1,2,1,0.01,1,0.5,50,3.0022
1,0.1,2,1,0.01,1,1,0,3.2868
1,0.1,2,1,0.01,1,1,0.5,3.1164
1,0.1,2,1,0.01,1,1,1,3.0582
1,0.1,2,1,0.01,1,1,5,3.0036
1,0.1,2,1,0.01,1,1,50,3.0022
1,0.1,2,1,0.01,1,5,0,3.0042
1,0.1,2,1,0.01,1,5,0.5,3.003
1,0.1,2,1,0.01,1,5,1,3.0026
1,0.1,2,1,0.01,1,5,5,3.0022
1,0.1,2,1,0.01,1,5,50,3.0022
1,0.1,2,1,0.01,1,50,0,3.0022
1,0.1,2,1,0.01,1,50,0.5,3.0022
1,0.1,2,1,0.01,1,50,1,3.0022
1,0.1,2,1,0.01,1,50,5,3.0022
1,0.1,2,1,0.01,1,50,50,3.0022
1,0.3,2,1,0.01,1,0,0,6.3806
1,0.3,2,1,0.01,1,0,0.5,3.4269
1,0.3,2,1,0.01,1,0,1,2.9915
1,0.3,2,1,0.01,1,0,5,2.6502
1,0.3,2,1,0.01,1,0,50,2.6414
1,0.3,2,1,0.01,1,0.5,0,3.3378
1,0.3,2,1,0.01,1,0.5,0.5,2.8891
1,0.3,2,1,0.01,1,0.5,1,2.76
1,0.3,2,1,0.01,1,0.5,5,2.6443
1,0.3,2,1,0.01,1,0.5,50,2.6414
1,0.3,2,1,0.01,1,1,0,2.8923
1,0.3,2,1,0.01,1,1,0.5,2.7382
1,0.3,2,1,0.01,1,1,1,2.6885
1,0.3,2,1,0.01,1,1,5,2.6425
1,0.3,2,1,0.01,1,1,50,2.6414
1,0.3,2,1,0.01,1,5,0,2.6428
1,0.3,2,1,0.01,1,5,0.5,2.642
1,0.3,2,1,0.01,1,5,1,2.6417
1,0.3,2,1,0.01,1,5,5,2.6414
1,0.3,2,1,0.01,1,5,50,2.6414
1,0.3,2,1,0.01,1,50,0,2.6414
1,0.3,2,1,0.01,1,50,0.5,2.6414
1,0.3,2,1,0.01,1,50,1,2.6414
1,0.3,2,1,0.01,1,50,5,2.6414
1,0.3,2,1,0.01,1,50,50,2.6414
1,0.5,2,1,0.01,1,0,0,5.6657
1,0.5,2,1,0.01,1,0,0.5,3.0411
1,0.5,2,1,0.01,1,0,1,2.6542
1,0.5,2,1,0.01,1,0,5,2.3405
1,0.5,2,1,0.01,1,0,50,2.3324
1,0.5,2,1,0.01,1,0.5,0,2.9773
1,0.5,2,1,0.01,1,0.5,0.5,2.5627
1,0.5,2,1,0.01,1,0.5,1,2.4433
1,0.5,2,1,0.01,1,0.5,5,2.3351
1,0.5,2,1,0.01,1,0.5,50,2.3324
1,0.5,2,1,0.01,1,1,0,2.5737
1,0.5,2,1,0.01,1,1,0.5,2.4247
1,0.5,2,1,0.01,1,1,1,2.3772
1,0.5,2,1,0.01,1,1,5,2.3334
1,0.5,2,1,0.01,1,1,50,2.3324
1,0.5,2,1,0.01,1,5,0,2.334
1,0.5,2,1,0.01,1,5,0.5,2.333
1,0.5,2,1,0.01,1,5,1,2.3327
1,0.5,2,1,0.01,1,5,5,2.3324
1,0.5,2,1,0.01,1,5,50,2.3324
1,0.5,2,1,0.01,1,50,0,2.3324
1,0.5,2,1,0.01,1,50,0.5,2.3324
1,0.5,2,1,0.01,1,50,1,2.3324
1,0.5,2,1,0.01,1,50,5,2.3324
1,0.5,2,1,0.01,1,50,50,2.3324
1,0.7,2,1,0.01,1,0,0,5.2928
1,0.7,2,1,0.01,1,0,0.5,2.8556
1,0.7,2,1,0.01,1,0,1,2.4919
1,0.7,2,1,0.01,1,0,5,2.1882
1,0.7,2,1,0.01,1,0,50,2.1804
1,0.7,2,1,0.01,1,0.5,0,2.8066
1,0.7,2,1,0.01,1,0.5,0.5,2.408
1,0.7,2,1,0.01,1,0.5,1,2.2911
1,0.7,2,1,0.01,1,0.5,5,2.183
1,0.7,2,1,0.01,1,0.5,50,2.1804
1,0.7,2,1,0.01,1,1,0,2.4233
1,0.7,2,1,0.01,1,1,0.5,2.2748
1,0.7,2,1,0.01,1,1,1,2.2264
1,0.7,2,1,0.01,1,1,5,2.1814
1,0.7,2,1,0.01,1,1,50,2.1804
1,0.7,2,1,0.01,1,5,0,2.1825
1,0.7,2,1,0.01,1,5,0.5,2.1812
1,0.7,2,1,0.01,1,5,1,2.1807
1,0.7,2,1,0.01,1,5,5,2.1804
1,0.7,2,1,0.01,1,5,50,2.1804
1,0.7,2,1,0.01,1,50,0,2.1804
1,0.7,2,1,0.01,1,50,0.5,2.1804
1,0.7,2,1,0.01,1,50,1,2.1804
1,0.7,2,1,0.01,1,50,5,2.1804
1,0.7,2,1,0.01,1,50,50,2.1804
1,0.9,2,1,0.01,1,0,0,5.1878
1,0.9,2,1,0.01,1,0,0.5,2.8083
1,0.9,2,1,0.01,1,0,1,2.4507
1,0.9,2,1,0.01,1,0,5,2.1493
1,0.9,2,1,0.01,1,0,50,2.1416
1,0.9,2,1,0.01,1,0.5,0,2.7632
1,0.9,2,1,0.01,1,0.5,0.5,2.3697
1,0.9,2,1,0.01,1,0.5,1,2.2528
1,0.9,2,1,0.01,1,0.5,5,2.1442
1,0.9,2,1,0.01,1,0.5,50,2.1416
1,0.9,2,1,0.01,1,1,0,2.3859
1,0.9,2,1,0.01,1,1,0.5,2.2376
1,0.9,2,1,0.01,1,1,1,2.1884
1,0.9,2,1,0.01,1,1,5,2.1426
1,0.9,2,1,0.01,1,1,50,2.1416
1,0.9,2,1,0.01,1,5,0,2.1442
1,0.9,2,1,0.01,1,5,0.5,2.1425
1,0.9,2,1,0.01,1,5,1,2.142
1,0.9,2,1,0.01,1,5,5,2.1416
1,0.9,2,1,0.01,1,5,50,2.1416
1,0.9,2,1,0.01,1,50,0,2.1416
1,0.9,2,1,0.01,1,50,0.5,2.1416
1,0.9,2,1,0.01,1,50,1,2.1416
1,0.9,2,1,0.01,1,50,5,2.1416
1,0.9,2,1,0.01,1,50,50,2.1416
1,0.1,2,1,0.1,1,0,0,6.633
1,0.1,2,1,0.1,1,0,0.5,3.618
1,0.1,2,1,0.1,1,0,1,3.145
1,0.1,2,1,0.1,1,0,5,2.7686
1,0.1,2,1,0.1,1,0,50,2.7592
1,0.1,2,1,0.1,1,0.5,0,3.4852
1,0.1,2,1,0.1,1,0.5,0.5,3.0316
1,0.1,2,1,0.1,1,0.5,1,2.8915
1,0.1,2,1,0.1,1,0.5,5,2.7624
1,0.1,2,1,0.1,1,0.5,50,2.7592
1,0.1,2,1,0.1,1,1,0,3.0229
1,0.1,2,1,0.1,1,1,0.5,2.8668
1,0.1,2,1,0.1,1,1,1,2.8125
1,0.1,2,1,0.1,1,1,5,2.7604
1,0.1,2,1,0.1,1,1,50,2.7592
1,0.1,2,1,0.1,1,5,0,2.761
1,0.1,2,1,0.1,1,5,0.5,2.7599
1,0.1,2,1,0.1,1,5,1,2.7595
1,0.1,2,1,0.1,1,5,5,2.7592
1,0.1,2,1,0.1,1,5,50,2.7592
1,0.1,2,1,0.1,1,50,0,2.7592
1,0.1,2,1,0.1,1,50,0.5,2.7592
1,0.1,2,1,0.1,1,50,1,2.7592
1,0.1,2,1,0.1,1,50,5,2.7592
1,0.1,2,1,0.1,1,50,50,2.7592
1,0.3,2,1,0.1,1,0,0,5.8848
1,0.3,2,1,0.1,1,0,0.5,3.169
1,0.3,2,1,0.1,1,0,1,2.7584
1,0.3,2,1,0.1,1,0,5,2.4308
1,0.3,2,1,0.1,1,0,50,2.4227
1,0.3,2,1,0.1,1,0.5,0,3.0659
1,0.3,2,1,0.1,1,0.5,0.5,2.6574
1,0.3,2,1,0.1,1,0.5,1,2.536
1,0.3,2,1,0.1,1,0.5,5,2.4253
1,0.3,2,1,0.1,1,0.5,50,2.4227
1,0.3,2,1,0.1,1,1,0,2.6545
1,0.3,2,1,0.1,1,1,0.5,2.5142
1,0.3,2,1,0.1,1,1,1,2.4676
1,0.3,2,1,0.1,1,1,5,2.4237
1,0.3,2,1,0.1,1,1,50,2.4227
1,0.3,2,1,0.1,1,5,0,2.424
1,0.3,2,1,0.1,1,5,0.5,2.4232
1,0.3,2,1,0.1,1,5,1,2.4229
1,0.3,2,1,0.1,1,5,5,2.4227
1,0.3,2,1,0.1,1,5,50,2.4227
1,0.3,2,1,0.1,1,50,0,2.4227
1,0.3,2,1,0.1,1,50,0.5,2.4227
1,0.3,2,1,0.1,1,50,1,2.4227
1,0.3,2,1,0.1,1,50,5,2.4227
1,0.3,2,1,0.1,1,50,50,2.4227
1,0.5,2,1,0.1,1,0,0,5.2834
1,0.5,2,1,0.1,1,0,0.5,2.8476
1,0.5,2,1,0.1,1,0,1,2.4795
1,0.5,2,1,0.1,1,0,5,2.1759
1,0.5,2,1,0.1,1,0,50,2.1683
1,0.5,2,1,0.1,1,0.5,0,2.7699
1,0.5,2,1,0.1,1,0.5,0.5,2.3889
1,0.5,2,1,0.1,1,0.5,1,2.2756
1,0.5,2,1,0.1,1,0.5,5,2.1708
1,0.5,2,1,0.1,1,0.5,50,2.1683
1,0.5,2,1,0.1,1,1,0,2.3933
1,0.5,2,1,0.1,1,1,0.5,2.2569
1,0.5,2,1,0.1,1,1,1,2.2117
1,0.5,2,1,0.1,1,1,5,2.1693
1,0.5,2,1,0.1,1,1,50,2.1683
1,0.5,2,1,0.1,1,5,0,2.1698
1,0.5,2,1,0.1,1,5,0.5,2.1689
1,0.5,2,1,0.1,1,5,1,2.1685
1,0.5,2,1,0.1,1,5,5,2.1683
1,0.5,2,1,0.1,1,5,50,2.1683
1,0.5,2,1,0.1,1,50,0,2.1683
1,0.5,2,1,0.1,1,50,0.5,2.1683
1,0.5,2,1,0.1,1,50,1,2.1683
1,0.5,2,1,0.1,1,50,5,2.1683
1,0.5,2,1,0.1,1,50,50,2.1683
1,0.7,2,1,0.1,1,0,0,4.9896
1,0.7,2,1,0.1,1,0,0.5,2.7011
1,0.7,2,1,0.1,1,0,1,2.3527
1,0.7,2,1,0.1,1,0,5,2.058
1,0.7,2,1,0.1,1,0,50,2.0506
1,0.7,2,1,0.1,1,0.5,0,2.6397
1,0.7,2,1,0.1,1,0.5,0.5,2.2695
1,0.7,2,1,0.1,1,0.5,1,2.158
1,0.7,2,1,0.1,1,0.5,5,2.0531
1,0.7,2,1,0.1,1,0.5,50,2.0506
1,0.7,2,1,0.1,1,1,0,2.2784
1,0.7,2,1,0.1,1,1,0.5,2.1414
1,0.7,2,1,0.1,1,1,1,2.0953
1,0.7,2,1,0.1,1,1,5,2.0516
1,0.7,2,1,0.1,1,1,50,2.0506
1,0.7,2,1,0.1,1,5,0,2.0526
1,0.7,2,1,0.1,1,5,0.5,2.0514
1,0.7,2,1,0.1,1,5,1,2.0509
1,0.7,2,1,0.1,1,5,5,2.0506
1,0.7,2,1,0.1,1,5,50,2.0506
1,0.7,2,1,0.1,1,50,0,2.0506
1,0.7,2,1,0.1,1,50,0.5,2.0506
1,0.7,2,1,0.1,1,50,1,2.0506
1,0.7,2,1,0.1,1,50,5,2.0506
1,0.7,2,1,0.1,1,50,50,2.0506
1,0.9,2,1,0.1,1,0,0,4.9146
1,0.9,2,1,0.1,1,0,0.5,2.6669
1,0.9,2,1,0.1,1,0,1,2.3235
1,0.9,2,1,0.1,1,0,5,2.031
1,0.9,2,1,0.1,1,0,50,2.0236
1,0.9,2,1,0.1,1,0.5,0,2.6103
1,0.9,2,1,0.1,1,0.5,0.5,2.2428
1,0.9,2,1,0.1,1,0.5,1,2.1314
1,0.9,2,1,0.1,1,0.5,5,2.0261
1,0.9,2,1,0.1,1,0.5,50,2.0236
1,0.9,2,1,0.1,1,1,0,2.253
1,0.9,2,1,0.1,1,1,0.5,2.1157
1,0.9,2,1,0.1,1,1,1,2.069
1,0.9,2,1,0.1,1,1,5,2.0246
1,0.9,2,1,0.1,1,1,50,2.0236
1,0.9,2,1,0.1,1,5,0,2.026
1,0.9,2,1,0.1,1,5,0.5,2.0245
1,0.9,2,1,0.1,1,5,1,2.024
1,0.9,2,1,0.1,1,5,5,2.0236
1,0.9,2,1,0.1,1,5,50,2.0236
1,0.9,2,1,0.1,1,50,0,2.0236
1,0.9,2,1,0.1,1,50,0.5,2.0236
1,0.9,2,1,0.1,1,50,1,2.0236
1,0.9,2,1,0.1,1,50,5,2.0236
1,0.9,2,1,0.1,1,50,50,2.0236
